recipientid,case_status,case_reopened,case_isactive,demo_familysize,demo_deceasedcount,demo_eduburden,demo_maritalvuln,med_disability,med_chronic,med_urgent,med_count,house_isrented,house_rent,house_infra,house_elec,house_ratio,fin_balance,fin_status,hist_lastmonth,xgboost_suggestion,group_id,max_budget,min_allocation,max_allocation,min_cases,amount_allocated
cd3a255d,0,0,1,1,1,18,2,0,0,1,3,0,0,0,1,1.0,98.65698529,1,999.7076378,288.2646,8,35000,450,600,65,0.0
966dd0cc,0,1,1,8,1,8,3,0,4,1,2,0,0,0,1,0.125,351.9567131,1,476.0587695,862.8932,8,35000,450,600,65,421.73905149999996
78700980,0,1,1,2,2,6,2,7,0,1,5,1,400,0,1,0.5,138.6733809,1,852.5387409,846.703,8,35000,450,600,65,486.85422499999993
bc517828,0,2,1,4,2,13,4,7,4,1,7,0,0,0,1,0.25,145.7420684,1,788.1597881,1159.8743,8,35000,450,600,65,1110.304318237827
9374b373,0,0,1,8,1,12,4,7,4,1,1,0,0,1,0,0.125,249.5180865,1,3.719660818,1569.3288,8,35000,450,600,65,1319.5738879850921
fa097d42,0,2,1,7,2,11,2,0,0,0,4,1,800,0,0,0.142857143,224.242614,1,775.4095146,774.0811,8,35000,450,600,65,387.04055
702cf41f,0,1,1,4,1,3,2,0,0,1,4,1,1500,0,1,0.25,453.9363385,1,30.37957995,555.0779,8,35000,450,600,65,0.0
6dc0ffb5,0,1,1,8,1,12,2,7,4,1,0,1,1500,0,1,0.125,480.7498396,1,71.81458376,1324.7533,8,35000,450,600,65,1015.3869803187634
839b7c3a,0,0,1,6,0,15,1,0,0,0,7,0,0,0,1,0.166666667,154.8640919,1,441.5472889,387.9187,8,35000,450,600,65,0.0
8e597300,0,2,1,8,0,15,4,0,0,1,5,0,0,1,1,0.125,98.91221442,1,803.5417768,598.0039,8,35000,450,600,65,0.0
fe90603a,0,2,1,7,0,7,2,0,4,0,5,1,400,1,1,0.142857143,27.87479924,1,653.6564764,493.4358,8,35000,450,600,65,0.0
f5783d21,0,0,1,5,0,11,4,0,4,1,0,0,0,1,1,0.2,209.7568547,1,181.2180436,598.9061,8,35000,450,600,65,0.0
b0fdbea0,0,1,1,4,2,0,0,0,4,1,5,1,1500,1,1,0.25,277.8085773,1,926.9884748,709.1682,8,35000,450,600,65,407.7717149999999
afe793b4,0,0,1,5,0,16,4,0,4,1,1,1,1500,1,1,0.2,457.971502,1,48.39588195,769.0059,8,35000,450,600,65,375.851633625
a8222015,0,0,1,3,1,4,5,0,4,0,4,0,0,0,1,0.333333333,81.38805051,1,529.8952966,455.702,8,35000,450,600,65,0.0
1843c3cc,0,0,1,8,2,16,2,0,0,1,7,0,0,1,1,0.125,47.45395488,1,136.2505651,722.0655,8,35000,450,600,65,415.1876625
fa950f48,0,2,1,4,2,7,3,7,4,0,0,0,0,0,0,0.25,402.1305772,1,388.1214568,779.7907,8,35000,450,600,65,331.4110475
fbf941e6,0,2,1,5,2,9,3,0,0,1,6,1,400,1,1,0.2,339.7759183,1,897.4190501,566.9261,8,35000,450,600,65,0.0
3.14E+05,0,2,1,5,2,8,3,7,0,0,1,0,0,0,1,0.2,449.9547717,1,268.5796043,669.305,9,1500,500,500,3,0.0
d21aacd3,0,0,1,5,0,8,3,7,4,0,4,0,0,0,1,0.2,86.41002573,1,105.9156896,621.6769,9,1500,500,500,3,0.0
ae11c6f1,0,0,1,7,2,5,3,7,0,1,8,0,0,0,1,0.142857143,423.677527,1,927.5170157,971.5459,9,1500,500,500,3,0.0
e78d1123,0,2,1,1,0,9,3,0,4,0,4,1,800,0,1,1.0,0.677762249,1,488.0382243,293.5907,9,1500,500,500,3,0.0
af8b4222,0,0,1,5,1,13,5,7,4,1,8,0,0,1,1,0.2,53.04602497,1,161.1000233,1195.3721,9,1500,500,500,3,500.0
21ffabf6,0,2,1,3,1,6,2,7,0,0,9,0,0,0,1,0.333333333,10.20080534,1,542.5478623,559.7553,9,1500,500,500,3,0.0
86d48b4e,0,1,1,3,0,8,0,0,4,0,4,1,1500,0,1,0.333333333,137.7233399,1,588.5860973,401.2892,9,1500,500,500,3,0.0
16672c54,0,2,1,3,1,1,1,0,0,0,5,0,0,0,1,0.333333333,480.3640441,1,394.8007685,289.7817,9,1500,500,500,3,0.0
63eb78b8,0,1,1,3,1,9,2,7,0,1,9,1,1500,1,1,0.333333333,465.560226,1,810.7304652,1016.6832,9,1500,500,500,3,500.0
c579b78a,0,1,1,7,2,15,1,0,4,1,2,1,400,0,1,0.142857143,17.1305614,1,904.4014365,807.2064,9,1500,500,500,3,0.0
879139d6,0,1,1,4,2,1,0,7,4,0,5,0,0,1,1,0.25,154.7162355,1,12.0699353,688.2967,9,1500,500,500,3,0.0
941148ee,0,2,1,1,2,16,3,0,4,0,5,1,800,0,1,1.0,294.7354015,1,648.146743,475.3216,9,1500,500,500,3,0.0
1cd40126,0,0,1,6,1,15,4,0,4,1,8,0,0,0,0,0.166666667,402.9850643,1,31.62003824,866.5163,9,1500,500,500,3,0.0
987605ff,0,1,1,4,0,11,3,7,0,1,7,0,0,1,1,0.25,350.3793337,1,355.9683908,748.5244,9,1500,500,500,3,0.0
d77e9281,0,1,1,8,1,1,0,0,4,1,1,0,0,1,1,0.125,140.8396772,1,160.3204714,773.7093,9,1500,500,500,3,0.0
dd35c295,0,1,1,5,2,4,2,0,0,1,9,1,1500,0,1,0.2,308.731374,1,196.9334874,621.6899,9,1500,500,500,3,0.0
7d81fb56,0,1,1,3,1,15,5,0,4,0,4,1,1500,1,1,0.333333333,369.8039845,1,164.3926843,747.851,9,1500,500,500,3,0.0
f95a5f60,0,0,1,1,0,14,4,0,0,1,8,0,0,1,1,1.0,199.2796121,1,535.2527346,197.5974,9,1500,500,500,3,0.0
d958607f,0,0,1,6,1,19,3,7,0,1,9,0,0,0,1,0.166666667,169.4849631,1,471.7563094,1117.6399,9,1500,500,500,3,500.0
d4fd6e3c,0,1,1,3,0,15,0,7,4,0,0,1,800,1,1,0.333333333,334.090331,1,323.4877616,581.8774,9,1500,500,500,3,0.0
0faece29,0,0,1,2,1,11,1,7,4,0,7,1,800,1,0,0.5,246.3371652,1,218.7943516,742.8226,10,6000,100,200,30,187.83272510246604
014e3a59,0,2,1,2,2,13,5,7,0,1,7,0,0,0,1,0.5,302.671814,1,759.428705,813.4724,10,6000,100,200,30,191.77229279194157
4b1a35f9,0,0,1,6,1,5,1,7,0,0,2,1,1500,1,1,0.166666667,36.17419192,1,841.9306745,773.1633,10,6000,100,200,30,191.42026587265315
d3e90ce7,0,0,1,4,1,12,4,0,4,0,1,0,0,0,1,0.25,4.132648973,1,573.4995849,547.7368,10,6000,100,200,30,0.0
e08af83a,0,1,1,8,1,9,4,0,4,1,7,0,0,0,1,0.125,466.5566106,1,920.2723688,849.8932,10,6000,100,200,30,195.98186046911997
66cd8fd8,0,2,1,7,0,6,2,7,4,0,6,1,800,1,1,0.142857143,287.1467699,1,12.75647971,768.6211,10,6000,100,200,30,190.8831877008791
64975dbc,0,2,1,2,2,17,4,0,0,0,0,0,0,0,1,0.5,66.98743337,1,793.4365819,424.5254,10,6000,100,200,30,0.0
8516b01a,0,1,1,5,2,15,3,7,4,0,7,0,0,0,1,0.2,457.0782308,1,310.9730214,759.7343,10,6000,100,200,30,161.35753655636256
d7bdec39,0,1,1,8,0,7,5,0,0,1,3,1,1500,0,0,0.125,70.02240607,1,158.1265696,741.2171,10,6000,100,200,30,215.7893209675892
08b043ce,0,1,1,4,1,7,3,0,4,0,0,1,1500,0,1,0.25,313.3919085,1,776.9463884,632.3044,10,6000,100,200,30,0.0
8e54ce65,0,1,1,1,0,18,3,7,0,1,0,0,0,0,0,1.0,301.9369559,1,828.0432858,685.7864,10,6000,100,200,30,177.01416396368404
93b4ef54,0,0,1,2,1,10,3,0,4,1,7,1,400,0,1,0.5,423.7030675,1,206.0485602,582.036,10,6000,100,200,30,0.0
a5f474ab,0,2,1,8,0,2,5,7,0,0,9,1,1500,0,1,0.125,231.1807236,1,781.5231295,798.5705,10,6000,100,200,30,194.42446043165467
f3c60669,0,2,1,4,1,6,5,0,0,0,8,1,400,1,1,0.25,412.0472452,1,851.4844493,540.2592,10,6000,100,200,30,0.0
36a67bd3,0,1,1,3,0,8,5,7,0,1,3,0,0,0,1,0.333333333,387.5804643,1,607.7091118,712.5898,10,6000,100,200,30,180.11213891971144
f91165a4,0,2,1,1,0,6,3,0,0,1,2,1,1500,1,1,1.0,322.6993372,1,455.616374,274.7069,10,6000,100,200,30,0.0
a82d0533,0,0,1,4,2,0,4,0,4,1,4,0,0,1,1,0.25,256.2913134,1,296.06551,692.5152,10,6000,100,200,30,209.16692729799976
99364d59,0,0,1,5,1,4,1,0,4,1,4,0,0,0,1,0.2,53.96227748,1,630.0345775,583.3061,10,6000,100,200,30,0.0
bc72e742,0,1,1,7,0,18,0,0,0,0,2,0,0,0,1,0.142857143,463.7517756,1,616.8168844,382.6849,10,6000,100,200,30,0.0
f37f51d5,0,2,1,7,2,3,3,0,4,1,1,0,0,1,1,0.142857143,397.3988774,1,807.9656893,735.9248,10,6000,100,200,30,182.80923128854897
af163b8d,0,1,1,4,0,19,1,0,4,0,0,0,0,1,1,0.25,181.9497032,1,735.7179868,396.3752,10,6000,100,200,30,0.0
5b8fa0eb,0,1,1,8,1,15,3,0,0,0,7,0,0,1,1,0.125,488.035293,1,432.3559921,675.233,10,6000,100,200,30,152.86468437921303
a8edeeee,0,2,1,7,1,13,2,0,0,1,5,0,0,0,0,0.142857143,429.5651799,1,392.7351142,637.4849,10,6000,100,200,30,171.43140814395372
0b4e482d,0,2,1,2,0,1,0,0,0,1,0,1,1500,0,1,0.5,15.24827393,1,369.998886,260.1196,10,6000,100,200,30,0.0
c2c46f66,0,0,1,1,0,17,2,0,0,0,2,0,0,0,1,1.0,372.9321192,1,399.040452,144.4937,10,6000,100,200,30,0.0
79d7564a,0,2,1,5,1,9,4,0,4,0,2,1,1500,1,0,0.2,35.51228382,1,936.5656117,889.7954,10,6000,100,200,30,205.21106219121336
7a2b1199,0,0,1,7,1,16,4,0,4,1,6,0,0,1,1,0.142857143,67.70942491,1,943.2983972,791.3542,10,6000,100,200,30,222.60687046055708
6e9e38df,0,0,1,7,1,11,2,0,4,1,5,0,0,1,0,0.142857143,311.9444716,1,397.7289756,923.1521,10,6000,100,200,30,204.4492279488471
241b51b8,0,1,1,5,1,19,0,0,4,1,0,0,0,1,1,0.2,292.4963668,1,268.5571406,712.5508,10,6000,100,200,30,211.89133087581553
0dbefa3f,0,1,1,3,0,17,3,7,4,0,8,0,0,1,0,0.333333333,161.4505343,1,170.2691371,613.4856,10,6000,100,200,30,0.0
6ef06cca,0,1,1,5,1,11,1,7,4,1,4,1,400,1,1,0.2,392.2528011,1,126.1357863,1303.3813,10,6000,100,200,30,248.39665772082915
844b2f41,0,0,1,1,0,5,1,7,0,0,4,0,0,1,1,1.0,200.8968352,1,496.5498136,290.0209,10,6000,100,200,30,0.0
6088e29e,0,0,1,4,1,10,0,0,4,1,2,0,0,0,1,0.25,15.14661324,1,797.9431893,527.8897,10,6000,100,200,30,0.0
ef8c75fa,0,2,1,1,0,1,0,7,4,1,7,0,0,0,1,1.0,56.97263472,1,953.9208038,680.8438,10,6000,100,200,30,207.5798720604167
1978a3e4,0,1,1,4,0,9,3,7,4,0,2,1,1500,0,1,0.25,339.2736707,1,76.08472677,718.4086,10,6000,100,200,30,157.20407310411713
d80e2d3c,0,2,1,6,1,4,1,0,0,1,5,0,0,0,1,0.166666667,187.6886769,1,23.45902172,505.9171,10,6000,100,200,30,0.0
5c71a8bf,0,2,1,8,1,2,3,0,0,0,5,0,0,0,0,0.125,317.2674667,1,927.3664095,584.0185,10,6000,100,200,30,0.0
888eaf9c,0,1,1,8,2,2,3,7,0,0,5,0,0,1,1,0.125,60.17022012,1,367.1738144,926.64,10,6000,100,200,30,209.56763618789887
95f8a932,0,2,1,3,1,13,4,0,4,1,2,1,1500,1,0,0.333333333,246.260927,1,633.5352936,870.1784,10,6000,100,200,30,233.32523839056492
a1817c91,0,0,1,2,1,19,4,0,0,1,4,1,800,1,1,0.5,494.7599798,1,810.7206729,494.1859,10,6000,100,200,30,0.0
c2b719cf,0,2,1,8,0,6,5,0,4,1,3,1,400,1,0,0.125,154.8826571,1,541.1880559,850.1259,10,6000,100,200,30,230.59853678222026
27a425d2,0,1,1,6,0,15,5,0,4,0,1,0,0,0,0,0.166666667,256.6903231,1,610.9465257,579.254,10,6000,100,200,30,0.0
8c876984,0,0,1,1,0,5,5,0,4,0,7,1,800,1,1,1.0,334.2443105,1,791.1971621,342.7541,10,6000,100,200,30,0.0
4fdf0bba,0,1,1,8,1,1,3,7,0,1,3,0,0,1,1,0.125,69.47995262,1,347.5998145,1136.8539,10,6000,100,200,30,269.5872762789142
7ab1bbc6,0,2,1,8,2,12,2,7,4,1,5,1,1500,1,0,0.125,392.8763619,1,989.1855749,1652.6484,10,6000,100,200,30,288.7654440973459
d62fd28c,0,0,1,1,1,13,5,7,0,1,4,0,0,0,1,1.0,421.7934728,1,441.2011022,752.6974,10,6000,100,200,30,184.74783216558197
4cde7293,0,0,1,6,0,8,2,7,4,1,5,1,400,1,1,0.166666667,171.9267878,1,863.9033163,1159.1242,10,6000,100,200,30,272.61555020128384
6.77E+25,0,2,1,8,2,0,1,7,0,0,6,1,800,0,1,0.125,173.8689178,1,162.6522182,857.4787,10,6000,100,200,30,201.38987550771873
91c81db4,0,1,1,3,2,17,1,7,0,0,7,0,0,1,1,0.333333333,96.99697811,1,780.7854834,629.3131,10,6000,100,200,30,0.0
4e291c65,0,2,1,5,2,18,5,0,4,1,7,0,0,0,1,0.2,246.5145523,1,178.2617815,759.4639,10,6000,100,200,30,218.2704868524985
b0c9b1dc,0,0,1,8,0,4,0,0,4,0,3,1,400,1,1,0.125,169.5654077,1,9.252522436,587.7469,11,25000,1000,1200,25,0.0
e51bc325,0,2,1,8,2,2,3,0,0,1,5,1,800,1,1,0.125,343.4637084,1,96.00694651,727.3708,11,25000,1000,1200,25,0.0
8b992754,0,1,1,4,0,9,4,7,0,1,6,0,0,1,1,0.25,26.32105631,1,141.5521095,814.6788,11,25000,1000,1200,25,0.0
c9636b2d,0,2,1,5,0,12,5,0,0,0,8,1,400,1,1,0.2,291.4992399,1,558.7069946,457.7378,11,25000,1000,1200,25,0.0
58785aab,0,1,1,1,1,4,3,7,4,0,6,0,0,1,1,1.0,131.5348569,1,171.1847438,566.1864,11,25000,1000,1200,25,0.0
82428ea5,0,0,1,6,1,17,4,7,4,1,9,1,800,1,1,0.166666667,300.6584122,1,283.0169659,1240.1285,11,25000,1000,1200,25,1000.0
f69fdeb1,0,0,1,1,0,17,1,7,0,0,8,0,0,1,1,1.0,152.4396787,1,457.645616,338.2223,11,25000,1000,1200,25,0.0
58cd6b53,0,2,1,6,0,12,5,0,4,0,2,0,0,0,0,0.166666667,454.6325217,1,315.7956445,622.6168,11,25000,1000,1200,25,0.0
8be66fa2,0,2,1,1,2,9,0,0,4,1,3,0,0,0,1,1.0,344.383758,1,5.631312748,451.0428,11,25000,1000,1200,25,0.0
b419adc9,0,0,1,8,2,4,4,7,4,1,7,1,1500,0,1,0.125,250.6754968,1,495.3176469,1481.3617,11,25000,1000,1200,25,1000.0
3428ca71,0,0,1,5,0,4,5,7,0,1,1,1,400,0,1,0.2,278.4222066,1,288.2119684,841.8254,11,25000,1000,1200,25,1000.0
1e6fd3c8,0,0,1,7,1,15,1,0,4,0,9,0,0,0,1,0.142857143,109.3701616,1,610.3938666,670.4503,11,25000,1000,1200,25,0.0
912dff58,0,2,1,4,0,1,1,7,4,1,8,1,1500,0,1,0.25,47.2312129,1,418.3833377,1042.3101,11,25000,1000,1200,25,1000.0
b4f83db8,0,2,1,6,2,18,3,7,0,1,0,0,0,1,1,0.166666667,16.89457547,1,334.1364119,1098.1555,11,25000,1000,1200,25,1000.0
4d445f72,0,1,1,3,1,4,4,0,4,0,3,1,400,0,1,0.333333333,318.7494015,1,786.2928926,466.6246,11,25000,1000,1200,25,0.0
9acda643,0,1,1,8,1,11,1,0,4,0,0,1,1500,0,0,0.125,267.0138652,1,824.7231641,859.1999,11,25000,1000,1200,25,1000.0
aa6bc7f3,0,2,1,7,1,17,0,7,4,1,8,0,0,0,1,0.142857143,176.2179708,1,405.4039609,1217.9869,11,25000,1000,1200,25,1000.0
5b40bb0e,0,2,1,3,2,3,5,7,4,1,9,1,400,1,1,0.333333333,210.5679281,1,224.6607001,1186.5958,11,25000,1000,1200,25,1000.0
f6546a39,0,2,1,5,0,3,4,7,4,1,3,1,1500,0,1,0.2,93.67520883,1,827.8286071,1178.8283,11,25000,1000,1200,25,1000.0
0aed08a5,0,0,1,2,0,10,2,0,4,1,2,1,1500,1,1,0.5,349.8565386,1,938.7498883,503.4003,11,25000,1000,1200,25,0.0
6796f525,0,0,1,8,2,18,5,7,4,1,1,0,0,0,1,0.125,193.5336567,1,956.5708575,1404.6526,11,25000,1000,1200,25,1000.0
22c8144b,0,1,1,7,2,4,2,7,0,0,6,0,0,1,1,0.142857143,143.0904354,1,791.6950992,782.4492,11,25000,1000,1200,25,0.0
e615bfd6,0,1,1,6,0,6,4,0,0,1,4,1,800,1,1,0.166666667,391.1979043,1,249.29535,481.5993,11,25000,1000,1200,25,0.0
95023375,0,1,1,8,2,2,1,7,0,1,0,1,400,0,1,0.125,451.0611191,1,359.1618243,1005.5916,11,25000,1000,1200,25,1000.0
bc0259a7,0,1,1,4,0,18,4,0,4,0,6,1,800,1,1,0.25,227.659205,1,140.77834,566.4126,11,25000,1000,1200,25,0.0
246f7498,0,2,1,4,0,13,3,7,0,1,1,1,800,1,1,0.25,360.8242721,1,412.669944,847.4661,11,25000,1000,1200,25,1000.0
0721b66e,0,2,1,6,2,10,0,7,0,1,5,1,800,1,1,0.166666667,450.1174287,1,715.6355506,1023.3262,11,25000,1000,1200,25,1000.0
4a7a35c3,0,2,1,8,0,13,1,7,0,1,3,0,0,1,1,0.125,432.531265,1,146.8016318,945.3756,11,25000,1000,1200,25,1000.0
d5791e10,0,0,1,7,0,9,1,7,0,0,9,1,800,1,1,0.142857143,396.5051538,1,336.819111,695.0294,11,25000,1000,1200,25,0.0
0c22bfd0,0,2,1,6,2,11,5,0,4,1,7,1,1500,0,1,0.166666667,69.18928127,1,510.0602285,883.4527,11,25000,1000,1200,25,1000.0
140415db,0,0,1,6,0,15,1,7,4,0,1,1,1500,0,1,0.166666667,258.8393341,1,931.0192759,834.8158,11,25000,1000,1200,25,1000.0
219bc19e,0,2,1,4,1,11,2,7,4,1,5,1,400,0,1,0.25,384.2338978,1,575.520217,1090.7221,11,25000,1000,1200,25,1000.0
bd89db7d,0,1,1,5,1,16,2,7,0,1,7,0,0,0,1,0.2,90.21191104,1,533.3948915,982.6375,11,25000,1000,1200,25,1000.0
d41564a0,0,0,1,6,2,3,0,0,4,1,7,0,0,0,1,0.166666667,199.5546498,1,52.2455837,672.6798,11,25000,1000,1200,25,0.0
91fc5e22,0,0,1,8,0,1,4,0,4,0,2,0,0,0,1,0.125,126.4274894,1,934.0364907,513.9862,11,25000,1000,1200,25,0.0
dfe9a2f9,0,1,1,4,1,13,0,7,0,0,1,0,0,0,1,0.25,100.0044606,1,625.2115339,583.3542,11,25000,1000,1200,25,0.0
f69a14f3,0,0,1,8,2,6,3,0,0,0,9,1,1500,1,1,0.125,478.553548,1,648.6456591,812.9797,11,25000,1000,1200,25,0.0
114be624,0,0,1,5,2,19,2,7,4,0,4,0,0,0,1,0.2,99.2050506,1,661.2653063,816.3948,11,25000,1000,1200,25,1000.0
8b2559e2,0,1,1,2,0,0,0,7,4,0,4,0,0,0,0,0.5,25.01113346,1,991.5942357,384.7298,11,25000,1000,1200,25,0.0
413d4336,0,1,1,7,0,18,0,7,4,1,4,0,0,1,0,0.142857143,407.6031888,1,55.7355265,1246.3971,11,25000,1000,1200,25,1000.0
2e9116bb,0,2,1,6,1,4,4,0,0,0,8,1,800,1,0,0.166666667,166.0369454,1,978.3254764,712.7601,11,25000,1000,1200,25,0.0
29168435,0,0,1,5,0,7,2,7,4,0,9,1,1500,1,1,0.2,17.25193825,1,209.8646773,750.0077,11,25000,1000,1200,25,0.0
224845ab,0,0,1,3,0,7,1,7,0,0,9,0,0,1,0,0.333333333,277.4033791,1,714.1319936,456.3546,11,25000,1000,1200,25,0.0
756ffdd7,0,0,1,7,2,15,4,7,4,0,3,0,0,1,0,0.142857143,92.02051741,1,748.2768203,932.9099,11,25000,1000,1200,25,1000.0
3a488999,0,2,1,1,1,5,2,7,0,0,0,1,800,1,1,1.0,205.6261992,1,30.42353965,573.1973,11,25000,1000,1200,25,0.0
f2d814ae,0,0,1,8,1,1,5,7,4,1,8,1,800,0,1,0.125,235.7700633,1,433.9352496,1420.9208,11,25000,1000,1200,25,1000.0
bc9d678a,0,1,1,2,2,0,0,7,0,0,6,1,1500,0,0,0.5,222.5093419,1,981.5790298,598.1937,11,25000,1000,1200,25,0.0
a0687353,0,1,1,4,0,12,4,7,0,0,1,1,800,1,1,0.25,393.4640529,1,837.0221306,562.7284,11,25000,1000,1200,25,0.0
7ea7f808,0,0,1,2,2,19,1,7,4,0,8,1,400,1,1,0.5,336.3568058,1,756.7049101,660.4598,11,25000,1000,1200,25,0.0
fe5820bd,0,0,1,4,2,5,1,7,4,0,1,0,0,0,1,0.25,393.3334744,1,715.5059546,625.1843,11,25000,1000,1200,25,0.0
99cd007c,0,2,1,3,2,8,4,0,4,0,6,1,800,0,1,0.333333333,478.4958844,1,392.7085321,533.6838,11,25000,1000,1200,25,0.0
cf072898,0,1,1,3,1,6,0,0,4,0,5,1,1500,0,1,0.333333333,332.5664301,1,293.3896756,491.4832,11,25000,1000,1200,25,0.0
06a581f9,0,0,1,4,0,17,0,0,0,0,2,0,0,1,1,0.25,73.70639182,1,332.9120962,308.9047,11,25000,1000,1200,25,0.0
4c565644,0,1,1,7,0,10,5,7,0,0,9,1,400,1,1,0.142857143,321.9339638,1,503.2094168,721.9732,11,25000,1000,1200,25,0.0
eca2792e,0,1,1,2,2,1,2,0,4,1,8,0,0,1,1,0.5,468.1734737,1,653.9011464,476.4721,11,25000,1000,1200,25,0.0
878a5ab5,0,1,1,5,0,0,1,7,0,1,7,0,0,1,1,0.2,438.9163018,1,562.7115433,709.1305,11,25000,1000,1200,25,0.0
048f51d6,0,2,1,3,2,6,3,0,4,1,4,0,0,1,0,0.333333333,116.0669564,1,699.5444738,649.1654,11,25000,1000,1200,25,0.0
dfd8bf74,0,2,1,4,1,15,5,7,0,1,5,1,400,1,1,0.25,170.5085466,1,37.74731697,985.8329,11,25000,1000,1200,25,1000.0
8832b9b0,0,2,1,4,2,18,4,0,4,0,6,0,0,1,1,0.25,251.7884482,1,982.9449216,611.1976,11,25000,1000,1200,25,0.0
431c9742,0,1,1,4,2,0,1,7,4,1,0,0,0,1,1,0.25,289.1443076,1,497.0236478,1039.0445,11,25000,1000,1200,25,1000.0
df3ea218,0,2,1,2,2,19,3,7,0,1,0,1,400,0,0,0.5,113.5006497,1,416.2609994,937.1154,11,25000,1000,1200,25,1000.0
7ff22049,0,1,1,1,2,1,4,0,0,0,0,0,0,1,1,1.0,266.1229036,1,341.1027138,329.0573,12,130000,600,1500,200,0.0
ad745d17,0,2,1,6,2,13,1,0,0,0,1,1,800,0,1,0.166666667,142.4280655,1,94.21036361,639.9679,12,130000,600,1500,200,319.98395
dd8d449d,0,0,1,1,2,14,4,7,4,0,6,0,0,1,0,1.0,321.7620802,1,645.9642625,630.4012,12,130000,600,1500,200,267.92051
e4230f8f,0,2,1,4,1,19,5,7,0,0,4,1,1500,0,1,0.25,7.235320751,1,469.3029964,866.4175,12,130000,600,1500,200,433.20875
b0f9b085,0,1,1,4,1,19,3,0,4,1,2,1,1500,1,1,0.25,389.9093378,1,494.5977707,999.9418,12,130000,600,1500,200,488.7215547499999
00f459a1,0,2,1,1,2,17,3,0,4,0,0,1,800,0,0,1.0,276.7654427,1,674.4325565,515.3707,12,130000,600,1500,200,0.0
9bdaff65,0,1,1,2,2,8,0,0,4,0,7,1,400,0,1,0.5,230.9172173,1,542.1375093,379.0332,12,130000,600,1500,200,0.0
a17a518c,0,2,1,2,0,6,5,7,0,0,8,0,0,0,1,0.5,235.2503595,1,874.7019843,400.5651,12,130000,600,1500,200,0.0
e39ce7ef,0,2,1,1,1,7,3,7,0,1,2,0,0,0,1,1.0,150.612874,1,762.6534899,695.7665,12,130000,600,1500,200,400.06573749999995
c6076de7,0,0,1,8,0,7,2,7,0,1,5,1,400,0,1,0.125,213.7022136,1,505.2264778,920.6808,12,130000,600,1500,200,529.3914599999999
6.32E+16,0,2,1,7,1,5,4,0,4,1,1,1,400,0,1,0.142857143,445.4133768,1,678.9454243,878.0499,12,130000,600,1500,200,429.1468886249999
3afd90c7,0,0,1,5,0,7,2,0,0,1,1,1,1500,0,1,0.2,256.2954626,1,83.845718,480.883,12,130000,600,1500,200,0.0
90b31452,0,1,1,8,1,11,2,7,0,0,6,0,0,0,1,0.125,137.2861578,1,160.0741055,862.6072,12,130000,600,1500,200,431.3036
01f91aa0,0,1,1,8,2,10,0,7,0,1,3,0,0,0,1,0.125,92.13253809,1,942.3344949,1028.625,12,130000,600,1500,200,591.4593749999999
f1bfee56,0,2,1,3,1,11,5,7,4,1,3,0,0,0,1,0.333333333,460.6614835,1,719.0333388,1027.6669,12,130000,600,1500,200,502.2721973749999
8b60f39c,0,1,1,1,1,14,0,7,4,1,6,0,0,0,1,1.0,180.2315146,1,713.2190051,891.085,12,130000,600,1500,200,512.373875
39e4ea4f,0,1,1,4,2,5,2,0,0,0,5,0,0,0,1,0.25,71.84580363,1,978.269486,379.7378,12,130000,600,1500,200,0.0
345f59fc,0,2,1,7,2,2,5,7,4,0,9,0,0,0,1,0.142857143,403.0410827,1,908.0348763,862.8633,12,130000,600,1500,200,366.7169025
2ab1de31,0,1,1,4,0,15,0,0,4,0,0,0,0,1,1,0.25,140.6300102,1,554.6936856,397.1279,12,130000,600,1500,200,0.0
69ee58dc,0,1,1,6,0,14,3,0,4,0,2,1,800,0,1,0.166666667,29.81276219,1,89.00317798,588.7895,12,130000,600,1500,200,0.0
f8bdd4d7,0,0,1,7,1,11,3,0,4,0,1,0,0,1,1,0.142857143,125.0283793,1,968.5135569,751.5365,12,130000,600,1500,200,375.76825
e1889096,0,0,1,8,2,1,3,0,0,0,2,1,400,1,1,0.125,4.015931938,1,470.3472587,691.7287,12,130000,600,1500,200,345.86435
9707ab96,0,1,1,5,1,5,3,0,4,0,8,0,0,0,0,0.2,188.4749858,1,777.4456283,554.3395,12,130000,600,1500,200,0.0
f5471afc,0,1,1,4,0,0,5,0,0,1,1,1,400,0,1,0.25,404.0388339,1,493.5003641,285.4735,12,130000,600,1500,200,0.0
27e0e87a,0,1,1,5,0,2,1,7,4,1,4,1,800,0,1,0.2,388.4301634,1,194.1526966,995.6128,12,130000,600,1500,200,486.605756
f887de65,0,0,1,8,2,8,0,7,4,0,7,0,0,1,1,0.125,423.7503102,1,171.7891095,922.1966,12,130000,600,1500,200,391.933555
addfe605,0,0,1,3,1,10,1,7,0,1,1,1,400,1,1,0.333333333,197.7025053,1,950.3434765,860.5233,12,130000,600,1500,200,494.8008974999999
fb3d9fa2,0,0,1,4,1,2,5,0,4,0,3,1,800,0,1,0.25,321.375957,1,292.9057467,588.2825,12,130000,600,1500,200,0.0
9c3e544e,0,2,1,3,0,3,3,0,0,0,6,0,0,0,1,0.333333333,51.78828305,1,989.980615,199.8321,12,130000,600,1500,200,0.0
